Start Timestamp,End Timestamp,Dialogue
"00:10:03,717","00:10:07,684",And I guess you had to stop off at Asian fighter plane store.
"00:10:07,793","00:10:11,034","No actually sir, that's a, that's a surveillance drone."
"00:10:11,144","00:10:14,947",With outstanding solar cells. It's Indian. -Take a seat.
"00:10:16,535","00:10:21,241","So, we got Tom's scores back."
"00:10:21,352","00:10:26,074",He's gonna make an excellent farmer. -Yeah he's got a knack for it.
"00:10:26,183","00:10:27,448",What about college?
"00:10:27,566","00:10:31,808",Well the university only takes a handful. They don't really have the resources.
"00:10:31,880","00:10:36,800",-I still pay my taxes. Where does that money go? There's no more armies.
"00:10:36,911","00:10:38,802","Well, they don't go to the university."
"00:10:39,924","00:10:41,655","Look Coop, you have to be realistic."
"00:10:41,766","00:10:46,133",You're ruling my son out for college now? The kid's 15.
"00:10:46,279","00:10:50,788",Tom's score simply isn't high enough. -What's your waistline?
"00:10:50,860","00:10:55,650","How about 32, about 33 inseam? -I'm not sure I see where you're getting at."
"00:10:55,760","00:10:57,896",You're telling me it takes two numbers to measure your own ass...
"00:10:57,897","00:11:00,348",...but only one to measure my son's future?
"00:11:00,420","00:11:04,058","Come on, you're a well-educated man Coop..."
"00:11:04,170","00:11:06,407",...and a trained pilot. -And an engineer.
"00:11:06,442","00:11:11,264","Okay well right now, we don't need more engineers."
"00:11:11,298","00:11:16,341",We didn't run out of television screens or planes; we ran out of food!
"00:11:16,453","00:11:20,813","The world needs farmers. Good farmers like you, and Tom."
"00:11:21,004","00:11:25,652",Uneducated farmers. -We are a caretaker generation Coop.
"00:11:25,771","00:11:29,473",And things are getting better. Maybe your grandkids will get to be...
"00:11:29,474","00:11:30,196",-Are we done here sir?
"00:11:31,465","00:11:35,678",No. Miss Hanley is here to talk about Murph.
"00:11:35,754","00:11:40,655","Murph is a great kid, she's really bright. But she's been having a little trouble lately."
"00:11:40,728","00:11:45,100",She brought this in to show the other students. The section on the lunar landings.
"00:11:45,176","00:11:49,631","Yeah, it's one of my old textbooks. She always loved the pictures."
"00:11:49,715","00:11:53,633",It's an old federal textbook. We've replaced them with the corrected versions.
"00:11:53,710","00:11:58,477",Corrected? -Explaining how the Apollo missions were faked to bankrupt...
"00:11:58,512","00:11:59,669",...the Soviet Union.
"00:12:05,030","00:12:08,187",You don't believe we went to the Moon?
"00:12:08,298","00:12:12,693",I believe it was a brilliant piece of propaganda that the Soviets bankrupted themselves...
"00:12:12,728","00:12:16,328",...pouring resources into rockets and other useless machines.
"00:12:16,436","00:12:17,876",Useless machines?
"00:12:17,985","00:12:21,864",And if we don't want a repeat of the excess and wastefulness of the 20th century...
"00:12:21,899","00:12:25,721",...then we need to teach our kids about this planet. Not tales of leaving it.
"00:12:25,830","00:12:30,421",Y'know one of those useless machines they used to make was called an MRI.
"00:12:30,531","00:12:34,033","And if we had any of those left, the doctors would've been able to find..."
"00:12:34,108","00:12:38,064",...the cyst in my wife's brain before she died; instead of afterwards.
"00:12:38,136","00:12:41,837",And then she would have been the one sitting here listening to this instead of me...
"00:12:41,917","00:12:46,604",...which would've been a good thing because she was always the... the calmer one.
"00:12:46,868","00:12:49,851",I'm sorry about your wife Mr. Cooper.
"00:12:50,039","00:12:54,404",But Murph got into a fistfight with several of her classmates...
"00:12:54,405","00:12:56,809",...over this Apollo nonsense.
"00:12:56,844","00:12:59,955",So we thought it would be best to bring you in and see what ideas you might have...
"00:12:59,990","00:13:02,765",...for dealing with her behaviour on the home front.
"00:13:02,872","00:13:06,536","Yeah, you know what, there's a game tomorrow night."
"00:13:06,691","00:13:10,419","She's going through a bit of a baseball phase, her favorite team is playing."
"00:13:10,532","00:13:12,089",There's gonna be candy and soda...
"00:13:14,995","00:13:17,976",...I think I'll take her to that.
"00:13:22,182","00:13:26,980",How'd it go? -I got you suspended.
"00:13:27,090","00:13:29,247",What?? -Cooper.
"00:13:30,323","00:13:34,925","This is Cooper, go. -Coop, those combines you rebuilt went haywire."
"00:13:35,004","00:13:39,651","Just reset the controllers. -I did that, but you should come take a look."
"00:13:59,978","00:14:02,758",One by one they just teared off the fields and headed over.
"00:14:02,870","00:14:05,573",something's interfering with the compass.
"00:14:05,687","00:14:09,134",Magnetism. Or somethin' such.
"00:14:51,789","00:14:56,003","There's nothing special about which book. I've been working on it, like you said."
"00:14:56,073","00:14:59,344",I counted the spaces. -Why?
"00:15:00,897","00:15:05,834",In case the ghost is trying to communicate. I'm trying Morse.
"00:15:05,911","00:15:10,624","Morse? -Yeah, dots and dashes. It's..."
"00:15:10,696","00:15:13,020",I know what Morse code is Murph. But I still don't think your...
"00:15:13,034","00:15:15,222",...bookshelf is trying to talk to you.
"00:15:26,678","00:15:31,104",Had to reset every compass clock and GPS to offset off the anomaly.
"00:15:31,257","00:15:34,015",Which is? -I don't know.
"00:15:35,632","00:15:37,850",Now if the house had been built on magnetic ore...
"00:15:37,923","00:15:40,730",...we would have seen this the first time we switched on the tractor.
"00:15:42,866","00:15:46,694",I hear your meeting at the school didn't go so well.
"00:15:48,211","00:15:53,182","You heard? It's like we've forgotten who we are, Donald."
"00:15:55,055","00:15:58,145","Explorers, pioneers, not caretakers."
"00:16:00,745","00:16:04,882","When I was a kid, it felt like they made something new everyday."
"00:16:04,994","00:16:08,121",Some gadget or idea.
"00:16:08,231","00:16:12,875","Like every day was Christmas. But 6, billion people,"
"00:16:12,946","00:16:14,864",Just try to imagine that.
"00:16:15,432","00:16:19,219",And every last one of them trying to have it all.
"00:16:21,810","00:16:24,178",This world isn't so bad.
"00:16:27,246","00:16:30,548",And Tom will do just fine. You're the one who doesn't belong.
"00:16:30,623","00:16:33,318",Born 40 years too late or 40 years too early.
"00:16:34,254","00:16:36,779",My daughter knew it. God bless her.
"00:16:38,112","00:16:40,664","And your kids know it, especially Murph."
"00:16:40,773","00:16:44,086",Ahh we used to look up to the sky and wonder...
"00:16:44,895","00:16:47,483",...at our place in the stars.
"00:16:49,831","00:16:51,774","Now we just look down,"
"00:16:51,883","00:16:54,847",and worry about our place in the dirt.
"00:16:54,955","00:16:57,397","Cooper, you were good at something,"
"00:16:57,475","00:17:01,071",and you never got a chance to do anything with it.
"00:17:01,180","00:17:02,906",I'm sorry.
"00:17:04,351","00:17:08,320",You didn't expect this dirt that was giving you this food...
"00:17:08,402","00:17:12,222",...to turn on you like that and destroy you.
"00:17:12,302","00:17:17,212","In April I believe if I'm right, 15th of April I, I think."
"00:17:17,247","00:17:21,671",This just happened at about 1:30 when that thing came off the top of the canyon.
"00:17:21,746","00:17:27,025",In my day we had real ball players. Who're these bums?
"00:17:27,135","00:17:29,835","Well in my day, people were too busy..."
"00:17:29,921","00:17:32,247",...fighting over food to even play baseball.
"00:17:32,282","00:17:37,149",Popcorn at a ball game is unnatural. I want a hot dog.
"00:17:37,224","00:17:39,567",School says you're gonna follow in my footsteps.
"00:17:40,615","00:17:43,679",I think that's great. You think that's great?
"00:17:43,792","00:17:47,570",You hate farming dad. Grandpa said.
"00:17:47,678","00:17:52,320","Grandpa said huh? Listen, all that matters is how you feel about it."
"00:17:52,465","00:17:56,573",I like what you do. I like our farm.
"00:17:56,723","00:17:58,706",And you're gonna be great at it.
"00:18:11,585","00:18:13,134",Let's get outta here.
"00:18:20,961","00:18:25,138","All right it's a doozy. Alright gang, lets mask up."
"00:18:28,489","00:18:30,255","Tom, Murph? -Check. -Check?"
"00:19:23,986","00:19:26,198","Murph, Tom, you guys shut your windows?"
"00:19:30,208","00:19:31,543",Murph.
"00:19:52,269","00:19:57,117",The ghost. -Grab your pillow.
"00:19:57,226","00:19:59,570",You're sleeping with Tom.
"00:20:54,218","00:20:56,336",It's not a ghost.
"00:21:01,656","00:21:02,990",It's gravity.
"00:21:04,907","00:21:07,483","I'm dropping Tom, then heading into town."
"00:21:07,596","00:21:11,917",You wanna clean that up? When you've finished praying to it.
"00:21:37,327","00:21:39,917","It's not Morse Murph, it's binary."
"00:21:40,029","00:21:42,441","Thick is 1, thin is 0."
"00:21:46,185","00:21:47,734",Coordinates.
"00:22:01,028","00:22:05,911",That's it. -I can't miss this.
"00:22:06,025","00:22:08,572",Grandpa will be back in a couple of hours Murph.
"00:22:09,664","00:22:11,627",But you don't know what you're gonna find.
"00:22:12,542","00:22:17,542","And that, is why I can't take you."
"00:22:23,382","00:22:24,671",Murph?
"00:22:25,798","00:22:30,081","Grandpa will be home in a while, tell him I'll call him on the radio."
"00:22:37,236","00:22:40,195",Jesus! What're you doing?
"00:22:40,305","00:22:42,909",Oh d'you think it's funny? Huh?
"00:22:42,983","00:22:45,814",You wouldn't be here if it wasn't for me.
"00:22:47,794","00:22:50,231",Make yourself useful.
"00:23:53,203","00:23:54,253",Hey Murph.
"00:23:55,300","00:23:56,952",Murph.
"00:24:00,628","00:24:02,857",I think this is the end of the road.
"00:24:05,264","00:24:07,357",Didn't you bring the bolt cutters?
"00:24:09,234","00:24:10,604",That's my girl.
"00:24:37,200","00:24:41,617","Step away from the fence. -Don't shoot, don't shoot. I'm unarmed."
"00:24:41,724","00:24:42,981",My daughter is in the car.
"00:24:47,631","00:24:50,223",Don't be afraid.
"00:25:02,938","00:25:07,150",How did you find this place? -Where is my daughter?
"00:25:07,264","00:25:11,518",You had the coordinates for this facility marked on your map. Where did you get those coordinates?
"00:25:11,876","00:25:15,378","Where is my daughter?! -Don't make me take you down again, sit down!"
"00:25:15,486","00:25:18,434",Oh d'you still think you're a Marine pal?
"00:25:18,545","00:25:20,848",Marines don't exist. And you know what?
"00:25:20,956","00:25:24,662",I've got grunts like you mowing my grass.
"00:25:24,736","00:25:28,848",Where did you find those coordinates? -Unless you wanna end up as my second lawnmower...
"00:25:29,498","00:25:33,721","...no, I think I'll turn you into a valve of a vacuum or a dry cleaner. No you won't."
"00:25:35,101","00:25:37,686","TARS, back down please."
"00:25:38,947","00:25:42,018",You're taking a risk using ex-military security.
"00:25:42,136","00:25:46,202",They are old and their control units are unpredictable.
"00:25:46,315","00:25:48,219",It's what the government could spare.
"00:25:49,776","00:25:52,815",Who are you? -Dr. Brand.
"00:25:52,926","00:25:57,785","Yeah I knew a Dr. Brand once, he was a Professor. -What makes you think I'm not?"
"00:25:57,894","00:25:59,494",Wasn't near as cute either.
"00:25:59,609","00:26:03,350","Please Dr. Brand, I don't have any idea what this is."
"00:26:03,463","00:26:06,629","But I'm scared for my daughter, and I want her by my side."
"00:26:06,705","00:26:09,228","You give me that, and I'll tell you anything you want to know."
"00:26:12,260","00:26:14,797",Take the principal and the girl to the conference room.
"00:26:15,989","00:26:19,849",Your daughter is fine. Bright kid.
"00:26:19,927","00:26:24,461",Must have a very smart mother. -It's pretty clear you don't want any visitors.
"00:26:24,573","00:26:28,878","Why don't you let us back up from your fence and we'll be on our way, huh?"
"00:26:29,021","00:26:31,801","It's not that simple. -Well, sure it is."
"00:26:31,913","00:26:34,899",Look I don't know anything about you. I don't know anything about this place.
"00:26:35,008","00:26:37,239",Yes you do.
"00:26:42,097","00:26:44,003",Dad!
"00:26:46,934","00:26:48,230",Hello Cooper.
"00:26:49,492","00:26:50,718",Professor Brand.
"00:26:52,056","00:26:54,684",Explain to me how you found this facility.
"00:26:54,762","00:26:58,220",Kind of accidently stumbled upon it. We were on a salvage run...
"00:26:58,331","00:27:00,851",You're sitting in the best kept secret in the world.
"00:27:00,922","00:27:03,757","Nobody stumbles in here, nobody stumbles out."
"00:27:04,639","00:27:08,698","Cooper, please, cooperate with these people."
"00:27:08,843","00:27:13,013","Well, it's kinda hard to explain."
"00:27:13,087","00:27:17,122","We we.., we learnt these coordinates..."
"00:27:17,123","00:27:19,763",...from an anomaly. -What sort of anomaly?
"00:27:19,874","00:27:23,699",I hesitate to term it supernatural but it damn well wasn't scientific...
"00:27:23,812","00:27:28,650","You're gonna have to be specific Mr. Cooper, right now. -It was gravity."
"00:27:33,605","00:27:36,412",Um what sort of gravitational an- where was this thing?
"00:27:36,492","00:27:39,908","Hey, I'm real happy that you're excited about gravity bud, but..."
"00:27:39,909","00:27:44,478",...you're not getting any answers from us until I get assurances. -Assurances? -Yeah.
"00:27:45,530","00:27:49,510","Like that we're getting out of here, and I don't mean in the trunk of some car."
"00:27:50,867","00:27:55,349","Don't you know who we are Coop? -No Professor, I don't."
"00:27:55,457","00:27:59,059",You know my father Professor Brand. We're NASA.
"00:28:00,584","00:28:03,079",NASA. -NASA.
"00:28:03,222","00:28:05,744","The same NASA, you flew for."
"00:28:15,134","00:28:19,530","I heard they shut you down sir, for refusing to drop bombs from..."
"00:28:19,611","00:28:22,048",...the stratosphere on the starving people.
"00:28:22,266","00:28:24,764",When they realized that killing other people...
"00:28:24,765","00:28:29,299","...was not a long term solution, then they needed us back. In secret."
"00:28:29,411","00:28:33,930",Why secret? -Because public opinion wouldn't allow spending on space exploration.
"00:28:34,007","00:28:36,765",Not when you're struggling to put food on the table.
"00:28:36,874","00:28:42,159","Blight. Wheat, seven years ago."
"00:28:42,272","00:28:45,434","Okra, this year. -Now, there's just corn."
"00:28:45,547","00:28:48,145",And we're growing more than we ever had.
"00:28:48,256","00:28:52,605","Yeah, but like the potatoes in Ireland and the wheat in the dust bowl..."
"00:28:52,714","00:28:57,397",...the corn will die. Soon.
"00:29:02,475","00:29:06,262","We'll find a way, Professor, we always have."
"00:29:06,376","00:29:11,164",Driven by the unshakeable faith that the Earth is ours?
"00:29:11,279","00:29:13,296","Well not just ours, no."
"00:29:14,564","00:29:15,824",But it is our home.
"00:29:15,935","00:29:20,475",Earth's atmosphere is 80% nitrogen.
"00:29:20,584","00:29:22,515",We don't even breathe nitrogen.
"00:29:22,660","00:29:27,241","Blight does, and as it thrives, our air gets less and less oxygen."
"00:29:27,349","00:29:31,178","The last people to starve, will be the first to suffocate."
"00:29:31,293","00:29:33,577",And your daughter's generation...
"00:29:34,476","00:29:37,347",...will be the last to survive on Earth.
"00:29:37,459","00:29:41,421","Murph is feeling a little tired, and was wondering if she could take a nap in my office?"
"00:29:41,531","00:29:42,952","Yeah, thank you."
"00:29:45,885","00:29:47,003",Okay.
"00:29:47,147","00:29:51,211","Now you need to tell me, what your plan is to save the world?"
"00:29:52,548","00:29:56,169",We're not meant to save the world. We're meant to leave it.
"00:30:01,613","00:30:06,194",Rangers. -The last components of our one versatile ship in orbit.
"00:30:06,274","00:30:10,105",The Endurance. Our final expedition.
"00:30:10,214","00:30:14,183",You sent people out there looking for a new home?
"00:30:14,291","00:30:17,185",The Lazarus missions. -Sounds cheerful!
"00:30:17,292","00:30:21,552","Lazarus came back from the dead. -Sure, but he had to die in the first place."
"00:30:21,662","00:30:24,087",There's not a planet in our solar system that could sustain...
"00:30:24,088","00:30:27,569",...life and the nearest star is over a 1000 years away.
"00:30:27,604","00:30:29,703","I mean, it doesn't even qualify as futile."
"00:30:31,010","00:30:33,135",Where did you send them?
"00:30:33,206","00:30:39,004","Cooper, I can't tell you any more unless you agree to pilot this craft."
"00:30:39,120","00:30:43,514",You're the best pilot we ever had. -I barely left the stratosphere.
"00:30:43,622","00:30:45,925",This team never left the simulator!
"00:30:45,998","00:30:49,460","We need a pilot, and this is the mission that you were trained for."
"00:30:49,566","00:30:51,544","What, without even knowing?"
"00:30:51,690","00:30:56,649","An hour ago, you didn't even know I was alive, and you were going anyway."
"00:30:56,831","00:31:00,785",We had no choice. But something sent you here.
"00:31:00,930","00:31:03,393",They chose you. -Who's 'They'?
"00:31:11,142","00:31:15,213","How long, would I be gone? -Hard to know."
"00:31:15,325","00:31:19,232",Years. -I've got kids Professor.
"00:31:19,343","00:31:22,505","Get out there, and save them."
"00:31:25,455","00:31:29,190","Who's 'They'? -We started detecting gravitational anomalies,"
"00:31:29,309","00:31:31,044",almost 50 years ago.
"00:31:31,079","00:31:34,727",Mostly small distortions to our instruments in the upper atmosphere.
"00:31:34,840","00:31:38,004",In fact I believe you encountered one yourself.
"00:31:38,116","00:31:40,411","Yeah, in the Straits."
"00:31:40,524","00:31:44,694","My crash, something tripped my fly-by-wire."
"00:31:44,770","00:31:51,628","Exactly. But of all these anomalies, the most significant is this."
"00:31:51,774","00:31:55,692",Out near Saturn. A disturbance of spacetime.
"00:31:57,252","00:32:01,389",Is that a wormhole? -It appeared 48 years ago.
"00:32:01,539","00:32:05,597","And it leads, where? -Another galaxy."
"00:32:06,967","00:32:10,060",A wormhole is not a naturally occuring phenomenon.
"00:32:10,167","00:32:12,702",Someone placed it there. -'They'?
"00:32:13,962","00:32:17,934","And whoever they are, they appear to be looking out for us."
"00:32:18,043","00:32:21,179",That wormhole let's us travel to other stars.
"00:32:21,298","00:32:23,452",It came right around when we needed it.
"00:32:23,547","00:32:26,688",They've put potentially habitable worlds right within our reach.
"00:32:26,832","00:32:30,701","Twelve, in fact from our initial probes. -You sent probes into that?"
"00:32:30,847","00:32:34,381","We sent people into it, 10 years ago."
"00:32:34,494","00:32:37,044",The Lazarus missions.
"00:32:37,550","00:32:40,784","12 possible worlds, 12 Ranger launches."
"00:32:40,785","00:32:44,129",Carrying the bravest humans ever to live.
"00:32:44,307","00:32:47,084",Led by the remarkable Dr. Mann.
"00:32:47,360","00:32:50,361",Each person's landing pod had enough life support for two years.
"00:32:50,428","00:32:52,015",But they could use hibernation to stretch that...
"00:32:52,124","00:32:56,120",...making observations on organics over a decade or more.
"00:32:56,270","00:32:58,529",Their mission was to assess their world and...
"00:32:58,606","00:33:02,310","...if it showed potential, then they could send out a signal and bed down for the long nap..."
"00:33:02,419","00:33:06,743",...wait to be rescued. -And what if the world didn't show promise?
"00:33:07,135","00:33:08,789",Hence the bravery.
"00:33:08,898","00:33:13,120",You don't have the resources to visit all 12. -No.
"00:33:14,699","00:33:17,039",Data transmission back through the wormhole is rudimentary.
"00:33:17,148","00:33:20,030",Simple binary pings on an annual basis...
"00:33:20,126","00:33:24,823",...give us some clue as to which worlds have potential. One system shows promise.
"00:33:24,895","00:33:27,192","Well one, that's a bit of a long shot isn't it?"
"00:33:27,621","00:33:30,796",One system with 3 potential worlds?
"00:33:30,908","00:33:32,695",Not a long shot.
"00:33:35,109","00:33:38,924",Wait. So if we find a home...
"00:33:42,606","00:33:45,889",...then what? -That's the long shot.
"00:33:46,047","00:33:49,246","There is a plan A, and a plan B."
"00:33:49,358","00:33:53,278",Did you notice anything strange about the launch chamber?
"00:34:03,690","00:34:07,465",This entire facility is a centrifuge.
"00:34:07,612","00:34:12,591",Some kind of vehicle? A space station? -Both. The plan A.
"00:34:12,706","00:34:14,214",How do you get it off the ground?
"00:34:14,397","00:34:18,637",The first gravitational anomalies changed everything.
"00:34:18,784","00:34:23,173",Suddenly we knew that harnessing gravity was real.
"00:34:23,319","00:34:27,196",So I started working on a theory and we started...
"00:34:27,267","00:34:30,510",...building this station. -But you haven't solved it yet.
"00:34:30,656","00:34:33,350",That's why there's a plan B.
"00:34:33,534","00:34:35,700",The problem is gravity.
"00:34:35,847","00:34:38,689",How to get a viable amount of human life off the planet?
"00:34:38,876","00:34:42,871",This is one way. The plan B. Population bomb.
"00:34:42,982","00:34:47,217",Over 5000 fertilized eggs weighing in at just under 900 kilos.
"00:34:48,701","00:34:52,834",How would you raise 'em? -With the equipment onboard we incubate the first ten.
"00:34:52,995","00:34:56,615","After that, with surrogacy the growth becomes exponential."
"00:34:56,761","00:35:00,789","In 30 years, we could have a colony of hundreds."
"00:35:00,902","00:35:04,983",The real difficulty with colonization is genetic diversity.
"00:35:05,018","00:35:06,154",This will take care of that.
"00:35:06,335","00:35:11,047","Yeah, but what about the people here? You just, you'd give up on 'em?"
"00:35:11,191","00:35:16,165",My kids? -That's why Plan A is a lot more fun.
"00:35:18,191","00:35:21,747",How far have you got? -Almost there.
"00:35:21,890","00:35:24,768",You're asking me to hang everything...
"00:35:24,920","00:35:29,387",...on an 'almost'. -I'm asking you to trust me.
"00:35:31,978","00:35:34,497",Find us a new home.
"00:35:34,645","00:35:39,096","And by the time you return, I would've solved the problem..."
"00:35:39,422","00:35:42,650",...of gravity. I give you my word.
"00:35:55,320","00:35:56,621",Go away!
"00:36:07,494","00:36:11,697",Murph. -Go. If you're leaving just go!
"00:36:14,188","00:36:18,352","This world was never enough for you, was it Cooper?"
"00:36:18,437","00:36:22,892","What, cause heading out there is what I feel like... ...I was born to do?"
"00:36:22,980","00:36:24,883",And it excites me?
"00:36:25,031","00:36:29,352","Nah, it does not make it wrong. -It might."
"00:36:29,502","00:36:33,295",Don't trust the right thing done for the wrong reason.
"00:36:33,744","00:36:38,324","The 'why' of the thing, that's the foundation. -And the foundation's solid."
"00:36:40,659","00:36:44,208","We farmers, we sit here every year when..."
"00:36:44,243","00:36:48,171","...the rains fail, and we say: Next year."
