Start Timestamp,End Timestamp,Dialogue
"00:05:11,890","00:05:15,560","But now you come to me and say,"
"00:05:15,640","00:05:18,060","""Don Corleone, give me justice."""
"00:05:19,980","00:05:22,820",But you don't ask with respect.
"00:05:22,900","00:05:27,610",You don't offer friendship. You don't even think to call me Godfather.
"00:05:29,320","00:05:36,210",You come on my daughter's wedding day and ask me to murder for money.
"00:05:36,290","00:05:38,830",I ask you for justice.
"00:05:38,920","00:05:41,920",That is not justice. Your daughter is alive.
"00:05:42,960","00:05:46,420","Let them suffer, then, as she suffers."
"00:05:48,550","00:05:50,850",How much shall I pay you?
"00:06:05,530","00:06:09,450","Bonasera, Bonasera."
"00:06:09,530","00:06:13,620",What have I ever done to make you treat me so disrespectfully?
"00:06:14,740","00:06:17,290","If you'd come in friendship,"
"00:06:17,370","00:06:21,790",the scum that ruined your daughter would be suffering this very day.
"00:06:22,920","00:06:28,090","And if an honest man like you should make enemies, they'd be my enemies."
"00:06:31,010","00:06:33,850",And then they would fear you.
"00:06:37,350","00:06:39,480",Be my friend?
"00:06:43,440","00:06:44,980",Godfather?
"00:06:49,320","00:06:50,530",Good.
"00:06:52,660","00:06:57,830","Some day, and that day may never come, I'll ask a service of you."
"00:06:59,210","00:07:01,330",But until that day
"00:07:03,130","00:07:07,420",accept this justice as a gift on my daughter's wedding day.
"00:07:07,510","00:07:09,920","- Gràzie, Godfather. - Prego."
"00:07:16,970","00:07:19,680",Give this to Clemenza.
"00:07:21,980","00:07:25,440",I want people that aren't going to get carried away.
"00:07:25,520","00:07:29,690","We're not murderers, in spite of what this undertaker says."
"00:07:54,970","00:07:58,390","- Where's Michael? - Don't worry, he'll be here."
"00:07:59,520","00:08:02,600",We're not taking the picture without Michael.
"00:08:08,940","00:08:11,400",- What's the matter? - It's Michael.
"00:09:01,080","00:09:02,750",Don Barzini.
"00:09:19,050","00:09:22,430","Hey, Paulie! Let me have some wine."
"00:09:22,520","00:09:24,770",Paulie! More wine.
"00:09:26,600","00:09:31,820",- You look terrific on the floor. - Are you a dance judge or something?
"00:09:31,900","00:09:34,150",Take a walk and do your job.
"00:09:41,910","00:09:45,160","Sandra, watch the kids. Don't let them run wild."
"00:09:45,250","00:09:47,710","You watch yourself, all right?"
"00:10:08,850","00:10:13,110","20, 30 grand. In small bills, cash."
"00:10:14,070","00:10:16,440",In that little silk purse.
"00:10:16,530","00:10:20,110",If this were somebody else's wedding... Sfortunato!
"00:10:20,200","00:10:21,450","Hey, Paulie!"
"00:10:21,530","00:10:25,330","I got two gabagool, capocol, and a prosciut."
"00:10:25,410","00:10:26,500",Stupid jerk!
"00:10:35,630","00:10:37,550",What's the matter?
"00:10:49,810","00:10:52,400",- Have to go back to work. - Tom.
"00:10:52,480","00:10:56,730",No Sicilian can refuse any request on his daughter's wedding day.
"00:11:02,450","00:11:07,580","Don Corleone, I'm honored and grateful that you have invited me."
"00:11:12,420","00:11:15,630",Get out of here! It's a private party. Go on!
"00:11:16,710","00:11:19,670",What is it? It's my sister's wedding.
"00:11:26,260","00:11:28,970",Goddamn FBI don't respect nothing!
"00:11:31,980","00:11:35,360","Come here, come here, come here!"
"00:11:49,620","00:11:54,170","But towards the end, he was paroled to help with the American war effort,"
"00:11:54,250","00:11:57,340",so for six months he's worked in my pastry shop.
"00:11:57,420","00:12:00,170","Nazorine, what can I do for you?"
"00:12:00,260","00:12:02,220","Now that the war is over,"
"00:12:02,300","00:12:06,300","this boy, Enzo, they want to repatriate him back to Italy."
"00:12:06,390","00:12:11,270","Godfather, I have a daughter. You see, she and Enzo..."
"00:12:12,480","00:12:16,980","You want Enzo to stay in this country, and your daughter to be married."
"00:12:18,150","00:12:20,440",You understand everything.
"00:12:21,280","00:12:23,650",Mr. Hagen. Thank you.
"00:12:26,780","00:12:30,750",Wait till you see the wedding cake I made for your daughter!
"00:12:30,830","00:12:33,580","The bride, the groom and the angel..."
"00:12:38,840","00:12:43,380",- Who should I give this job to? - Not to our paisan.
"00:12:43,470","00:12:46,035",Give it to a Jew Congressman in another district.
"00:12:46,036","00:12:48,600",Who else is on the list?
"00:12:55,640","00:12:57,230","Hey, Michael!"
"00:13:17,040","00:13:20,500","He's not on the list, but Luca Brasi wants to see you."
"00:13:26,340","00:13:28,720",Is this necessary?
"00:13:28,800","00:13:33,430","He didn't expect to be invited to the wedding, so he wanted to thank you."
"00:13:34,770","00:13:40,190","Don Corleone, I'm honored and grateful that you have invited me"
"00:13:40,270","00:13:43,110",on the wedding day of your daughter.
"00:13:43,190","00:13:45,610",May their first child be a masculine child.
"00:13:46,820","00:13:48,240",Michael...
"00:13:50,030","00:13:53,410",That man over there is talking to himself.
"00:13:53,490","00:13:56,330",See that scary guy over there?
"00:13:56,410","00:13:59,920",- He's a very scary guy. - What's his name?
"00:14:00,000","00:14:04,670",His name is Luca Brasi. He helps my father out sometimes.
"00:14:06,470","00:14:09,390","Michael, he's coming over here!"
"00:14:13,720","00:14:15,560",You look terrific!
"00:14:15,640","00:14:18,940","My brother Tom Hagen, Miss Kay Adams."
"00:14:20,690","00:14:22,940",Your father's been asking for you.
"00:14:23,020","00:14:25,860",- Very nice to meet you. - Nice to meet you.
"00:14:27,610","00:14:30,320",Why does your brother have a different name?
"00:14:30,450","00:14:34,290",My brother Sonny found Tom Hagen in the street.
"00:14:34,370","00:14:38,290","He had no home, so my father took him in."
"00:14:40,040","00:14:43,130",He's been with us ever since.
"00:14:43,210","00:14:45,170",He's a good lawyer.
"00:14:46,010","00:14:50,590",Not a Sicilian. I think he's going to be consigliere.
"00:14:50,680","00:14:53,600","- What's that? - That's a,"
"00:14:53,680","00:14:57,470","like a counselor, an advisor. Very important for the family."
"00:14:58,480","00:15:00,640",You like your lasagna?
"00:15:04,900","00:15:07,110",Don Corleone.
"00:15:07,190","00:15:09,860",I'm honored and grateful
"00:15:09,950","00:15:13,780",that you have invited me to your daughter's wedding.
"00:15:18,790","00:15:22,080",On the day of your daughter's wedding.
"00:15:22,170","00:15:27,000",And I hope that their first child will be a masculine child.
"00:15:28,420","00:15:33,550",I pledge my ever-ending loyalty.
"00:15:35,510","00:15:40,940","- For your daughter's bridal purse. - Thank you, Luca. Most valued friend."
"00:15:41,020","00:15:46,150","Don Corleone, I'm going to leave you now, because I know you're busy."
"00:15:46,690","00:15:48,030",Thank you.
"00:16:37,530","00:16:39,870",Signora Corleone!
"00:16:41,080","00:16:43,910",No!
"00:17:53,030","00:17:58,110","Senator Cauley apologized for not coming, but said you'd understand."
"00:17:58,200","00:18:02,450",Also some of the judges. They've all sent gifts.
"00:18:05,500","00:18:06,710",What is that outside?
"00:18:15,800","00:18:20,340",Johnny! Johnny!
"00:18:21,390","00:18:23,060",I love you!
"00:18:33,360","00:18:36,780",He came all the way from California. I told you he'd come!
"00:18:36,860","00:18:40,360",- He's probably in trouble again. - He's a good godson.
"00:18:41,370","00:18:45,700","Johnny, Johnny! Sing a song!"
"00:19:01,720","00:19:04,140",You never said you knew Johnny Fontane!
"00:19:04,220","00:19:08,310",- Sure. You want to meet him? - Great! Sure.
"00:19:08,390","00:19:12,230",- My father helped him with his career. - He did?
"00:19:12,310","00:19:13,400",How?
"00:19:15,940","00:19:18,780",- Let's listen to this song. - Michael...
"00:19:52,100","00:19:54,270","Please, Michael. Tell me."
"00:19:57,770","00:20:02,820","When Johnny was starting out, he was signed to a personal service contract"
"00:20:02,910","00:20:05,780",with a big bandleader.
"00:20:05,910","00:20:10,120","And as his career got better and better, he wanted to get out of it."
"00:20:11,160","00:20:13,870",Johnny is my father's godson.
"00:20:13,960","00:20:17,290",My father went to see this bandleader.
"00:20:17,380","00:20:21,260","He offered him $ 10,000 to let Johnny go,"
"00:20:21,340","00:20:24,090",but the bandleader said no.
"00:20:24,180","00:20:29,560","So the next day my father went to see him, but this time with Luca Brasi."
"00:20:31,310","00:20:33,560","Within an hour,"
"00:20:33,640","00:20:39,150","he signed a release for a certified check of $ 1,000."
"00:20:41,150","00:20:45,110",- How did he do that? - Made him an offer he couldn't refuse.
"00:20:46,780","00:20:51,660","- What was that? - Luca Brasi held a gun to his head,"
"00:20:51,790","00:20:57,000",and father said that either his brains or his signature would be on the contract.
"00:21:02,010","00:21:03,630",That's a true story.
"00:21:15,060","00:21:17,730","That's my family, Kay. It's not me."
"00:21:30,240","00:21:31,990",Beautiful!
"00:22:04,230","00:22:06,360",I'll take care of it.
"00:22:06,450","00:22:08,320",Tom...
"00:22:08,410","00:22:12,120",I want you to find Santino. Tell him to come to the office.
"00:22:19,370","00:22:22,340","How are you, Fredo?"
"00:22:22,420","00:22:25,010","My brother Fredo, this is Kay Adams."
"00:22:26,090","00:22:28,380",- Hi. - How are you doing?
"00:22:30,340","00:22:34,850",- This is my brother Mike. - Are you having a good time?
"00:22:34,930","00:22:37,520",Yeah. This is your friend?
"00:22:37,600","00:22:42,270",I don't know what to do. My voice is weak. It's weak.
"00:22:43,980","00:22:50,450","Anyway, if I had this part in the picture, it puts me right back on top again."
"00:22:50,530","00:22:55,870","But this... man won't give it to me, the head of the studio."
"00:22:55,950","00:22:59,210",- What's his name? - Woltz.
"00:22:59,290","00:23:03,460","He won't give it to me, and he says there's no chance."
"00:23:07,710","00:23:09,010",Sonny?
"00:23:10,630","00:23:11,800",Sonny?
"00:23:18,230","00:23:19,480",Sonny?
"00:23:20,310","00:23:23,060","- Sonny, are you in there? - What?"
"00:23:23,150","00:23:25,020",The old man wants you.
"00:23:26,270","00:23:27,980",One minute.
"00:23:42,420","00:23:47,460","A month ago he bought the movie rights to this book, a best-seller."
"00:23:47,550","00:23:51,130",The main character is a guy just like me.
"00:23:51,220","00:23:53,890",I wouldn't even have to act.
"00:23:54,850","00:23:57,680","Godfather, I don't know what to do."
"00:23:58,970","00:24:03,270",You can act like a man! What's the matter with you?
"00:24:03,350","00:24:09,070",Is this how you turned out? A Hollywood finocchio that cries like a woman?
"00:24:09,150","00:24:13,200","""What can I do? What can I do?"" What is that nonsense?"
"00:24:13,280","00:24:14,990",Ridiculous.
"00:24:19,700","00:24:22,830",- You spend time with your family? - Sure I do.
"00:24:22,910","00:24:24,579",Good.
"00:24:24,580","00:24:29,300",Because a man who doesn't spend time with his family can never be a real man.
"00:24:34,930","00:24:38,390",You look terrible. I want you to eat.
"00:24:38,470","00:24:43,770","Rest, and in a month this Hollywood big shot will give you what you want."
"00:24:43,850","00:24:46,980","It's too late, they start shooting in a week."
"00:24:47,060","00:24:50,230",I'm going to make him an offer he can't refuse.
"00:24:53,070","00:24:58,070","Just go outside and enjoy yourself, and forget about all this nonsense."
"00:25:00,240","00:25:03,290",- I want you to leave it all to me. - All right.
"00:25:28,360","00:25:33,650","- What time does my daughter leave? - Soon, after they cut the cake."
"00:25:33,740","00:25:37,360",Do we give your son-in-law something important?
"00:25:37,450","00:25:42,790","Never. Give him a living, but never discuss the family business with him."
"00:25:42,870","00:25:45,660",- What else? - Virgil Sollozzo called.
"00:25:45,790","00:25:50,210",- We'll have to see him next week. - When you come back from California.
"00:25:51,590","00:25:54,710",- When am I going to California? - Tonight.
"00:25:54,840","00:26:00,140",I want you to talk to this movie big shot and settle this business for Johnny.
"00:26:01,470","00:26:05,600","If there's nothing else, I'd like to go to my daughter's wedding."
"00:26:07,770","00:26:10,730","Carlo, we're going to take the picture."
"00:26:11,770","00:26:13,570",Wait a minute.
"00:26:13,650","00:26:15,940","No, Michael. Not me."
"00:26:20,450","00:26:23,330","Okay, that's it. Just like that. Hold it!"
"00:28:13,480","00:28:16,650",- You need a little more heat on that arc. - Start talking.
"00:28:16,730","00:28:20,150",I was sent by a friend of Johnny Fontane.
"00:28:20,240","00:28:23,990","This friend would give his friendship to Mr. Woltz,"
"00:28:24,070","00:28:26,910",if Mr. Woltz would grant us a favor.
"00:28:26,990","00:28:29,330",Woltz is listening.
"00:28:29,410","00:28:33,500",Give Johnny the part in that war film you're starting next week.
"00:28:39,210","00:28:44,220",And what favor would your friend grant Mr. Woltz?
"00:28:44,300","00:28:47,850",He could make your future union problems disappear.
"00:28:47,930","00:28:52,020",And one of your stars has just moved from marijuana to heroin.
"00:28:52,100","00:28:56,400","Are you trying to muscle me? Listen, you son-of-a-bitch!"
"00:28:56,480","00:28:59,070",Let me lay it on the line.
"00:28:59,150","00:29:01,150",Johnny Fontane will never get that movie!
"00:29:01,280","00:29:05,780",No matter how many Dago Guinea greaseballs come out of the woodwork!
"00:29:05,860","00:29:09,700","- I'm German-Irish. - Listen here, my Kraut-Mick friend."
"00:29:09,780","00:29:14,160",- I'm going to make trouble for you! - I'm a lawyer. I haven't threatened...
"00:29:14,250","00:29:17,630",I know New York's big lawyers. Who are you?
"00:29:17,710","00:29:21,250",I have a special practice. I handle one client.
"00:29:21,340","00:29:23,340",I'll wait for your call.
"00:29:25,090","00:29:28,050","By the way, I admire your pictures very much."
"00:29:32,850","00:29:34,350",Check him out.
"00:29:56,870","00:29:59,420",- It's really beautiful. - Look at this.
"00:29:59,500","00:30:04,010",- It used to decorate a King's palace. - Very nice.
"00:30:04,090","00:30:06,470",Why didn't you say you work for Corleone?
"00:30:06,590","00:30:10,800",I thought you were some cheap hustler Johnny was running in.
"00:30:10,890","00:30:14,220",- I only use his name when necessary. - How's your drink?
"00:30:14,350","00:30:17,810",- Fine. - Now I'll show you something beautiful.
"00:30:17,890","00:30:20,480","You do appreciate beauty, don't you?"
"00:30:23,440","00:30:26,490","There you are. $600,000 on four hoofs."
"00:30:26,570","00:30:30,530",I bet Russian czars never paid that for a single horse.
"00:30:30,620","00:30:32,160",Khartoum.
"00:30:32,780","00:30:34,080",Khartoum.
"00:30:35,620","00:30:40,000","I'm not going to race him, though. I'm going to put him out to stud."
"00:30:41,580","00:30:43,130","Thanks, Tony."
"00:30:43,920","00:30:46,840",Let's get something to eat.
"00:30:46,920","00:30:50,340",Corleone is Johnny's godfather.
"00:30:50,430","00:30:54,850","To the Italian people that's a very sacred, close relationship."
"00:30:54,930","00:30:58,850",I respect it. Tell him to ask me anything else.
"00:30:58,940","00:31:01,270",This favor I can't give him.
"00:31:01,350","00:31:04,650",He never asks a second favor when he's been refused the first.
"00:31:04,770","00:31:10,910",You don't understand. Johnny Fontane never gets that movie.
"00:31:10,990","00:31:14,660",That part is perfect for him. It'll make him a big star.
"00:31:14,780","00:31:18,870","I'm going to run him out of the business, and let me tell you why."
"00:31:20,870","00:31:25,550",Johnny Fontane ruined one of Woltz International's most valuable protégés.
"00:31:25,630","00:31:31,010","We trained her for five years. Singing, acting, dancing lessons."
"00:31:31,130","00:31:35,720","I spent hundreds of thousands of dollars on her, to make her a big star."
"00:31:35,810","00:31:38,600",Let me be even more Frank.
"00:31:38,680","00:31:41,185",To show you that I'm not a hard-hearted man.
"00:31:41,186","00:31:43,690",That it's not all dollars and cents.
"00:31:43,770","00:31:47,400",She was beautiful. She was young and innocent!
"00:31:47,480","00:31:52,910",She's the greatest piece of ass I've had and I've had them all over the world.
"00:31:52,990","00:31:59,120",Then Johnny Fontane comes along with his olive oil voice and Guinea charm.
"00:31:59,200","00:32:00,910",And she runs off.
"00:32:02,250","00:32:06,340",She threw it all away just to make me look ridiculous!
"00:32:06,420","00:32:11,590",And a man in my position can't afford to be made to look ridiculous!
"00:32:11,670","00:32:14,010",You get the hell out of here!
"00:32:14,090","00:32:18,470","If that goombah tries any rough stuff, tell him I'm no bandleader."
"00:32:19,770","00:32:22,770","Yeah, I heard that story."
"00:32:23,600","00:32:27,610",Thank you for dinner and a very pleasant evening.
"00:32:27,690","00:32:30,570",Maybe your car can take me to the airport.
"00:32:30,650","00:32:34,240",Mr. Corleone insists on hearing bad news immediately.
"00:34:26,930","00:34:30,860","- You're not too tired, are you, Tom? - No, I slept on the plane."
"00:34:30,940","00:34:34,030",I have the Sollozzo notes here.
"00:34:34,110","00:34:35,360",Now...
"00:34:37,320","00:34:40,910",Sollozzo is known as The Turk.
"00:34:40,990","00:34:42,950","He's supposed to be very good with a knife,"
"00:34:43,030","00:34:47,460",but only in matters of business with reasonable complaint.
"00:34:47,540","00:34:50,790",His business is narcotics.
"00:34:50,880","00:34:54,250","He has fields in Turkey, where they grow poppy."
"00:34:54,340","00:34:58,170",In Sicily he has plants to process them into heroin.
"00:34:58,260","00:35:01,760","He needs cash, he needs protection from the police."
"00:35:01,840","00:35:05,770",He'll give a piece of the action. I don't know how much.
"00:35:05,890","00:35:11,100",The Tattaglia family is behind him here. They have to be in it for something.
"00:35:12,400","00:35:16,980","- What about his prison record? - One term in Italy, one here."
"00:35:17,070","00:35:19,820",He's known as a top narcotics man.
"00:35:19,900","00:35:24,580","- Santino, what do you think? - A lot of money in that white powder."
"00:35:26,910","00:35:28,290",Tom?
"00:35:28,370","00:35:32,540",Yes. There's more money in narcotics than anything else.
"00:35:32,630","00:35:37,380","If we don't get into it, somebody else will, maybe the five families."
"00:35:37,460","00:35:41,930",With that money they can buy more police and political power.
"00:35:42,010","00:35:44,100",Then they come after us.
"00:35:44,220","00:35:50,730","Now we have unions and gambling, and that's great, but narcotics is the future."
"00:35:50,810","00:35:55,940","If we don't get a piece of that action, we risk everything in 10 years' time."
"00:36:00,490","00:36:03,570","So? What's your answer going to be, Pop?"
"00:36:08,330","00:36:10,080",Don Corleone.
"00:36:12,170","00:36:15,460",I need a man who has powerful friends.
"00:36:15,590","00:36:18,300",I need a million dollars in cash.
"00:36:18,380","00:36:24,220","I need those politicians that you carry in your pocket, like nickels and dimes."
"00:36:25,680","00:36:29,680",- What is the interest for my family? - 30%.
"00:36:29,770","00:36:33,730","In the first year your end should be three, four million dollars."
"00:36:33,810","00:36:35,810",And then it would go up.
"00:36:37,020","00:36:40,440",And what is the interest for the Tattaglia family?
"00:36:42,450","00:36:44,280",My compliments.
"00:36:47,950","00:36:51,370","I'll take care of them, out of my share."
"00:36:51,450","00:36:55,750","So I receive 30% for finance,"
"00:36:55,830","00:36:59,170",political influence and legal protection?
"00:36:59,250","00:37:00,960",That's right.
"00:37:02,260","00:37:06,180",Why do you come to me? Why do I deserve this generosity?
"00:37:06,260","00:37:11,560","If you consider a million dollars in cash just finance,"
"00:37:11,640","00:37:13,810",te salud Don Corleone.
"00:37:24,320","00:37:29,580","I said that I would see you, because I heard you were a serious man,"
"00:37:29,660","00:37:31,910",to be treated with respect.
"00:37:36,580","00:37:39,880","But, I must say no to you."
"00:37:41,050","00:37:43,880",And I'll give you my reason.
"00:37:43,970","00:37:46,800","It's true, I have a lot of friends in politics."
"00:37:48,050","00:37:52,470","They wouldn't be friendly long if I was involved in drugs instead of gambling,"
"00:37:52,560","00:37:58,190","which they regard as a harmless vice, but drugs is a dirty business."
"00:37:58,270","00:38:03,280",It doesn't make any difference to me what a man does for a living.
"00:38:03,360","00:38:08,610",But your business is... a little dangerous.
"00:38:08,700","00:38:13,120","If you're worried about security, the Tattaglias will guarantee it."
"00:38:13,200","00:38:16,710",- The Tattaglias would guarantee our... - Wait a minute.
"00:38:24,010","00:38:28,800","I have a sentimental weakness for my children, and I spoil them."
"00:38:28,880","00:38:32,140",They talk when they should listen. But anyway...
"00:38:32,260","00:38:37,640","Signor Sollozzo, my no is final. I wish to congratulate you on your new business."
"00:38:37,730","00:38:41,190","I know you'll do well, and good luck."
"00:38:41,270","00:38:46,110",Especially since your interests don't conflict with mine. Thank you.
"00:39:06,760","00:39:08,670",Santino.
"00:39:08,760","00:39:10,590",Come here.
"00:39:12,930","00:39:14,850",What's the matter with you?
"00:39:14,930","00:39:19,560",Your brain is going soft from playing with that girl.
"00:39:19,640","00:39:23,770",Never tell anybody outside the family what you're thinking again.
"00:39:25,070","00:39:26,320",Go on.
"00:39:30,280","00:39:33,120","Tom, what's this nonsense?"
"00:39:33,200","00:39:36,620",It's from Johnny. He's starring in that new film.
"00:39:38,950","00:39:41,540",- Take it away. - Take it over there.
"00:39:42,830","00:39:44,380",And
"00:39:45,420","00:39:47,590",tell Luca Brasi to come in.
"00:39:53,720","00:39:57,140",I'm a little worried about this Sollozzo fellow.
"00:39:57,220","00:40:00,180",Find out what he's got under his fingernails.
"00:40:01,190","00:40:04,810",Go to the Tattaglias.
"00:40:04,900","00:40:09,190",Make them think that you're not too happy with our family
"00:40:10,570","00:40:12,950",and find out what you can.
"00:40:30,420","00:40:33,720",I got something for your mother and for Sonny
"00:40:33,800","00:40:38,470","and a tie for Freddy, and Tom Hagen got the Reynolds pen."
"00:40:38,560","00:40:41,810",- What do you want for Christmas? - Just you.
"00:41:13,720","00:41:15,630","Andiamo, Fredo."
"00:41:15,720","00:41:19,140","- Tell Paulie to get the car. - Okay, Pop."
"00:41:19,220","00:41:23,230",I'll have to get it myself. Paulie called in sick this morning.
"00:41:24,980","00:41:28,230",Paulie's a good kid. I don't mind getting the car.
"00:41:31,650","00:41:33,820","Buon natale, Caro. Gràzie."
"00:42:16,450","00:42:20,740",- Luca! I'm Bruno Tattaglia. - I know.
"00:42:30,670","00:42:31,670",You know who I am?
"00:42:31,750","00:42:33,090",I know you.
"00:42:34,380","00:42:37,970",You have been talking to the Tattaglia family... right?
"00:42:38,970","00:42:42,970",I think you and I can do business.
"00:42:44,810","00:42:47,480",I need someone strong like you.
"00:42:48,100","00:42:50,940",I heard you are not happy...
"00:42:51,360","00:42:53,650",with the Corleone family.
"00:42:54,400","00:42:56,150",Want to join me?
"00:42:57,320","00:42:59,280",What's in it for me?
"00:43:01,910","00:43:04,830","$50,000 to start with."
"00:43:06,830","00:43:08,080",Not bad!
"00:43:09,750","00:43:11,380",Agreed?
"00:44:10,810","00:44:14,520",Tom! Tom Hagen. Merry Christmas.
"00:44:14,650","00:44:19,570",- Glad to see you. I want to talk to you. - I haven't got time.
"00:44:19,650","00:44:22,700","Make time, Consigliere. Get in the car."
"00:44:24,530","00:44:29,040","What are you worried about? If I wanted to kill you, you'd be dead already."
"00:44:29,120","00:44:30,580",Get in.
"00:44:41,590","00:44:45,300","- Fredo, I'm going to buy some fruit. - Okay, Pop."
"00:44:52,100","00:44:54,940",Merry Christmas. I want some fruit.
"00:46:22,480","00:46:26,530",Would you like me better if I were a nun? Like in the story.
"00:46:29,660","00:46:30,660",No.
"00:46:30,740","00:46:35,120","- What if I were Ingrid Bergman? - Now, that's a thought."
"00:46:37,710","00:46:39,670",Michael.
"00:46:39,750","00:46:42,170","No, I wouldn't like you better if you were Ingrid Bergman."
"00:46:42,250","00:46:44,050",What's the matter?
"00:47:00,940","00:47:03,610",They don't say if he's dead or alive.
"00:47:25,880","00:47:29,170","- Sonny, it's Michael. - Where have you been?"
"00:47:29,260","00:47:32,010",- Is he all right? - We don't know yet.
"00:47:32,090","00:47:36,140","There are all kinds of stories. He was hit bad, Mikey."
"00:47:38,100","00:47:41,350","- Are you there? - Yeah, I'm here."
"00:47:41,480","00:47:46,360",- Where have you been? I was worried. - Didn't Tom tell you I called?
"00:47:46,440","00:47:50,490","No. Look, come home, kid. You should be with Mama, you hear?"
"00:47:57,950","00:47:59,540","Oh, my God."
"00:48:03,540","00:48:04,960",Sonny!
"00:48:13,840","00:48:16,140",Stay back there.
"00:48:16,220","00:48:18,890","- Who is it? - Open up, it's Clemenza."
"00:48:21,310","00:48:24,560",There's more news about your old man.
"00:48:24,650","00:48:26,820",Word is out that he's already dead.
"00:48:27,230","00:48:31,150",- What's the matter with you? - Take it easy!
"00:48:31,320","00:48:34,570",- Where was Paulie? - Sick. He's been sick all winter.
"00:48:34,660","00:48:37,080","- How often? - Only three, four times."
"00:48:37,160","00:48:40,950",- Freddy didn't want a new bodyguard. - Pick him up now.
"00:48:41,040","00:48:45,880",I don't care how sick he is. Bring him to my father's house right now.
"00:48:45,960","00:48:49,050",- You want anyone sent over here? - No. Go ahead.
"00:48:58,220","00:49:02,230",I'm going to have a couple of our people come over to the house.
"00:49:05,150","00:49:07,310",- Hello? - Santino Corleone?
"00:49:07,400","00:49:10,230",- Yeah. - We have Tom Hagen.
"00:49:10,320","00:49:14,030",In three hours he'll be released with our proposition.
"00:49:14,110","00:49:17,450",Listen to what he has to say before you do anything.
"00:49:17,530","00:49:22,160","What's done is done. Don't lose that famous temper of yours, Sonny."
"00:49:22,250","00:49:23,960",I'll wait.
"00:49:38,300","00:49:40,310",Your boss is dead.
"00:49:43,140","00:49:47,560","I know you're not in the muscle end of the family, so don't be scared."
"00:49:48,650","00:49:52,530",I want you to help the Corleones and me.
"00:49:56,490","00:50:00,990",We got him outside his office about an hour after we picked you up.
"00:50:02,410","00:50:03,700",Drink it.
"00:50:08,460","00:50:11,920",It's up to you to make peace between me and Sonny.
"00:50:16,130","00:50:18,930","Sonny was hot for my deal, wasn't he?"
"00:50:20,300","00:50:23,140",And you knew it was the right thing to do.
"00:50:24,310","00:50:29,440","- Sonny will come after you. - That will be his first reaction, sure."
"00:50:30,860","00:50:37,360",So you have to talk sense into him. The Tattaglia family is behind me.
"00:50:37,450","00:50:42,530",The other New York families will go along with anything to prevent war.
"00:50:42,620","00:50:47,830","Let's face it, with all due respect, the Don rest in peace was slipping."
